"Cedar Hills Golf Course","10640 North Clubhouse Dr.","Cedar Hills","UT","84052","40.424150999999995","-111.7586164"
"Arby’s #5759","355 N. 800 West","Centerville","UT","84014","40.9205545","-111.88958749999999"
"Chick-Fil-A Centerville","540 North 800 West","Centerville","UT","84014","40.9231702","-111.8888946"
"Chili’s Centerville","371 W. Parrish Lane","Centerville","UT","84014","40.921105","-111.88494999999999"
"Costa Vida Centerville","639 W. Market Place Dr.","Centerville","UT","84014","40.9191907","-111.8892563"
"Iggy’s Sports Grill Centerville","782 West Parrish Lane","Centerville","UT","84014","40.921870399999996","-111.8886572"
"IN-N-OUT BURGER #248","475 North 700 West","Centerville","UT","84014","40.9223447","-111.889499"
"Megaplex @ Centerville","1075 West Legacy Crossing Bldv.","Centerville","UT","84014","40.9199984","-111.89319180000001"
"Steak 'n Shake","1011 S. Main Street","Centerville","UT","84014","40.9062724","-111.87861799999999"
"Taco Bell Centerville #33173","311 N. Frontage Road","Centerville","UT","84014","40.9197086","-111.890193"
"Tonyburgers  Centerville","84 W. Parrish Lane","Centerville","UT","84014","40.921492199999996","-111.89084779999999"
"Wendy's # 6053","363 N. Market Place Drive","Centerville","UT","84014","40.920544299999996","-111.8882884"
"Chen's Asian Cuisine","1266 Legend Hills Dr. #B1","Clearfield","UT","84015","41.0961409","-111.9949168"
"Dragon Hill","1625 S. 1000 West","Clearfield","UT","84015","41.090195699999995","-112.04458779999999"
"KOI Chinese & Japanese","1266 Legend Hills Dr., Ste B1","Clearfield","UT","84015","41.0961409","-111.9949168"
"Manuel's El Burrito","1145 South State","Clearfield","UT","84015","41.0973125","-112.00869349999999"
"Ramblin' Roads","49 East 2nd South","Clearfield","UT","84015","41.2582753","-112.00153329999999"
"Rancheritos Clearfield","866 W. Antelope Dr.","Clearfield","UT","84015","41.089076299999995","-112.00931589999999"
"Rice Bowl","810 East 700 South","Clearfield","UT","84015","41.1032635","-112.0102352"
"Sushi Ya Clearfield","1246 S. Legend Hills Dr. #8A8","Clearfield","UT","84015","41.0962143","-111.9956996"
"Taco Bell Clearfield #33160","632 North Main","Clearfield","UT","84015","41.122754","-112.02555179999999"
"Taco Time Clearfield","846 West 1700 South","Clearfield","UT","84015","41.089596300000004","-112.04211850000002"
"Tepanyaki Clearfield","1386 S. Legend Hills Drive","Clearfield","UT","84015","41.0948747","-111.9943651"
"Thatcher Brook Rehabilitation","1795 Chelemes Way","Clearfield","UT","84015","41.0876002","-112.0174785"
"Utah Chips","Freeport Center, Bldg. M-7","Clearfield","UT","84016","41.0891036","-112.0256725"
"Wasatch Wok","129 S. State Street, #125","Clearfield","UT","84015","41.112250499999995","-112.0239297"
"Wendy's # 6054","1350 South State Street","Clearfield","UT","84015","41.0937575","-112.00632259999999"
"Winger's Clearfield","743 N. Main Street","Clearfield","UT","84015","41.124761199999995","-112.0266838"
"Arby’s Clinton","1896 N. 2000 West","Clinton","UT","84015","41.1414852","-112.0638745"
"Costa Vida Clinton","1952 N. 2000 West","Clinton","UT","84015","41.1419984","-112.0639715"
"Country Pine Retirement","1748 W. 1800 North","Clinton","UT","84015","41.1402358","-112.05962889999999"
"Dickey*s Barbecue Clinton","1920 West 1800 North #D8","Clinton","UT","84015","41.1404772","-112.0631634"
"Hello China","1900 North 2000 W. #107","Clinton","UT","84015","41.1415248","-112.06387199999999"
"Hibachi House Clinton","1912 West 1800 North, #B","Clinton","UT","84015","41.1403409","-112.0627239"
"Pizza Pie Café Clinton","1803 West 1800 North","Clinton","UT","84015","41.1389819","-112.0602315"
"Taco Bell Clinton #33177","1667 N. 2000 West","Clinton","UT","8415","41.1378766","-112.0649803"
"Taco Time Clinton","1776 N. 2000 West","Clinton","UT","84015","41.139332700000004","-112.0637977"
"Tonyburgers Clinton","1917 W 1800 N","Clinton","UT","84014","41.1396809","-112.0620467"
"Wendy's # 6055","1903 North 2000 West","Clinton","UT","84015","41.1414079","-112.06497329999999"
"Blue Lemon CH","6910 S. Highland Drive","Cottonwood Heights","UT","84121","40.6257234","-111.8354906"
"Chipotle Mexican Grill Cottonwood","6924 S. Park Center Drive","Cottonwood Heights","UT","84121","40.624945","-111.8532307"
"Cottonwood Heights Café","7146 S. Highland Drive","Cottonwood Heights","UT","84121","40.6212121","-111.83475729999999"
"Happy Sumo Old Mill Village","6572 S. Big Cottonwood Canyon Rd.","Cottonwood Heights","UT","84121","40.6318275","-111.80601589999999"
"Jersey Mike's Subs CH","6985 South Park Center Dr.","Cottonwood Heights","UT","84121","40.6242083","-111.850777"
"Paradise Bakery Fort Union/CLOSED","1400 East Fort Union Blvd.","Cottonwood Heights","UT","84121","40.6254482","-111.85259280000001"
"Porcupine Pub & Grille Cottonwood","3698 East Fort Union Blvd.","Cottonwood Heights","UT","84121","40.6189459","-111.7908646"
"The Habit Burger Grill Cottonwood","6985 S. Park Center Dr.","Cottonwood Heights","UT","84121","40.6242083","-111.850777"
"Trader Joe's #0351","6989 S. 1300 East","Cottonwood Heights","UT","84047","40.6240452","-111.8537844"
"Zaferan Café","2578 East Bengal Blvd.","Cottonwood Heights","UT","84121","40.6104455","-111.818692"
"Applebee's #1035","103 E. 12300 South","Draper","UT","84020","40.5268472","-111.8867568"
"Arctic Circle #116","208 E. 12300 South","Draper","UT","84020","40.5262752","-111.88546799999999"
"Astro Burger Draper","253 E. 12300 South","Draper","UT","84020","40.5271325","-111.8836096"
"Astro Burger Draper (HJ)","253 E. 12300 South","Draper","UT","84020","40.5271325","-111.8836096"
"Black Bear Diner Draper","12057 S. State Street","Draper","UT","84020","40.532485","-111.8909936"
"Boondocks Fun Center Draper","75 E. South Fork Drive","Draper","UT","84020","40.494433699999995","-111.8888289"
"Café Guru","592 E. 12300 South #C & D","Draper","UT","84070","40.526938099999995","-111.86626009999999"
"Chick-Fil-A Draper","357 East 12300 South","Draper","UT","84020","40.52717","-111.88077779999999"
"Christopher's Steakhouse & Grill","1122 Draper Parkway","Draper","UT","84020","40.527339399999995","-111.8588669"
"Cliff House Gastro Pub","12234 Draper Parkway","Draper","UT","84020","40.528386","-111.8565971"
"Common Cents #262","12276 South State Street","Draper","UT","84020","40.527286499999995","-111.88954980000001"
"Common Cents/Super Car Wash","13351 South 200 West","Draper","UT","84020","40.5092022","-111.8972864"
"Costa Vida Draper","213 East 12300 South","Draper","UT","84020","40.527041499999996","-111.8847088"
"Cowabunga Bay Water Park","12047 S. State Street","Draper","UT","84020","40.5324607","-111.8898092"
"Del Taco Draper","96 East 12300 South","Draper","UT","84020","40.5263492","-111.8880148"
"Dickey*s Barbecue Draper","163 East 13800 South","Draper","UT","84020","40.5020307","-111.8857607"
"Edwards Life Sciences","12050 S. Lone Peak Parkway","Draper","UT","84020","40.5315653","-111.89816909999999"
"EMC","13197 S. Front Runner Blvd.","Draper","UT","84020","40.5118698","-111.9052155"
"Empire Wok","12101 South State Street","Draper","UT","84020","40.5318981","-111.88740999999999"
"Fong's Fine Chinese Dining","877 E. 12300 South,  #203","Draper","UT","84020","40.5271979","-111.8670235"
"Freddy's Frozen Custard & Steakburgers","1146 E. Draper Parkway","Draper","UT","84020","40.5280136","-111.85816319999999"
"Garage Grill","1122 East Draper Parkway","Draper","UT","84020","40.527339399999995","-111.8588669"
"Goodwood BBQ Draper","133 East 12300 South","Draper","UT","84020","40.5271317","-111.88718019999999"
"Gualberto's Draper","478 East 12300 South","Draper","UT","84020","40.5263961","-111.8777401"
"Iceberg Drive Inn Draper","13893 Bangerter Parkway","Draper","UT","84020","40.498894","-111.88404659999999"
"IN-N-OUT BURGER #236","12191 S. Factory Outlet Drive","Draper","UT","84020","40.528887499999996","-111.8892812"
"IN-N-OUT BURGER Warehouse","12382 S. Gateway Park Drive","Draper","UT","84020","40.5254009","-111.9034385"
"Janbo Express","1142 East 12300 South","Draper","UT","84020","40.526632","-111.864773"
"Kneaders Bakery & Café","177 East 13800 South","Draper","UT","84020","40.501605999999995","-111.88555819999999"
"Las Glorias","185 East 12900 South, #L3","Draper","UT","84020","40.5174607","-111.8504459"
"Leatherheads Sports Grill","12101 Factory Outlet Drive","Draper","UT","84020","40.531910599999996","-111.88743339999999"
"Living Planet Aquarium","12033 Lone Peak Parkway","Draper","UT","84020","40.5323773","-111.89395979999999"
"NY Pizza Patrol","129 East 13800 South","Draper","UT","84020","40.5021355","-111.88745610000001"
"Oakwood Fire Kitchen Draper","715 East 12300 South","Draper","UT","84020","40.5277551","-111.87067669999999"
"Penny Ann's Café Draper","280 East 12300 South","Draper","UT","84020","40.5252476","-111.8826841"
"Pitmaster BBQ House","280 East 12300 South","Draper","UT","84020","40.5252476","-111.8826841"
"Quizno's @ Commons Center","13551 South 200 West","Draper","UT","84020","40.5051974","-111.89638459999999"
"Rumbi Island Grill Draper","148 E. 12300 South","Draper","UT","84020","40.5263239","-111.88659729999999"
"Starbucks Draper","1253 East Draper Parkway","Draper","UT","84020","40.5283819","-111.8557498"
"Sub Zero Ice Cream Draper","129 E. 13800 South","Draper","UT","84020","40.5021355","-111.88745610000001"
"Super Tunnel Car Wash","13551 South 200 West","Draper","UT","84020","40.5051974","-111.89638459999999"
"Sushi Ya Draper","177 W. 12300 South, # 103","Draper","UT","84020","40.5259912","-111.8970135"
"Terra Mia","12361 Miniuteman Drive","Draper","UT","84026","40.5258259","-111.8878823"
"Thai Siam","12147 Factory Outlet Drive","Draper","UT","84020","40.5299578","-111.8900953"
"The Egg and I","1194 East Draper Parkway","Draper","UT","84070","40.5279453","-111.85686589999999"
"The Ridge Market & Café","14886 S. Traverse Ridge Rd.","Draper","UT","84020","40.480122","-111.83645899999999"
"Toscano","11450 S. State Street","Draper","UT","84020","40.5434942","-111.89163029999999"
"Wasabi Sushi","121 East 12300 South # 104","Draper","UT","84020","40.527910299999995","-111.88794899999999"
"Water Moon","129 East 13800 South, Ste A-5","Draper","UT","84020","40.5021355","-111.88745610000001"
"Wendy's # 6057","1293 E. Draper Parkway","Draper","UT","84020","40.5292289","-111.85463060000001"
"Ranchas","4128 East Club House Lane","Eagle Mountain","UT","84005","40.3779876","-111.9646199"
"Pro Wash","881 West Erda Way","Erda","UT","84074","40.600907899999996","-112.323284"
"Kiks Chevron","106 North 3rd Street","Evanston","WY","82930","41.2642269","-110.9575256"
"Changs Chopstix","1296 North Highway 89","Farmington","UT","84025","41.001714","-111.9067718"
"Chick-Fil-A Farmington","440 N. Station Parkway","Farmington","UT","84025","40.986283","-111.906475"
"Dickey*s Barbecue Farmington","290 North Central Avenue","Farmington","UT","84025","40.9851323","-111.90652139999999"
"Javier's Farmington","1050 Shepard Lane","Farmington","UT","84024","41.0017989","-111.91030119999999"
"Oakridge Country Club","1492 W. Shepard Lane","Farmington","UT","84025","41.0020989","-111.92036259999999"
"Station Park (Bldg ?) Hyatt","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park (Bldg. B) Twigs, Bistro","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park (Bldg. G) Monster Sushi","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park (Bldg. H) Johnny Rockets","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park (Bldg. K&KA) Food Court","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park (Bldg. OV) Starbucks","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park (Pavilion A) Bandito's","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park Chipotle/Noodles & Co.","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park Mad Greens/Blaze Pizza","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"Station Park Madbrook/Braxton","42 North 650 West","Farmington","UT","84025","40.9812703","-111.9005246"
"The Habit Burger Grill Farmington","260 Union Pacific Railroad","Farmington","UT","84025","40.9804999","-111.88743919999999"
"Top Stop Farmington","35 South 100 East","Farmington","Ut","84025","40.979968199999995","-111.88520799999999"
"Arby’s #7045","1814 W. 2700 North","Farr West","UT","84414","41.3070938","-112.0226458"
"Del Taco Farr West","2618 North 1850 West","Farr West","UT","84404","41.305082999999996","-112.0239228"
"Taco Bell Farr West #33178","1797 West 2700 North","Farr West","UT","84404","41.306182","-112.0221693"
"Wendy's # 6058","1750 West 2700 North","Farr West","UT","84404","41.3072102","-112.02115789999999"
"Diamond Jane's Assisted Living","345 S. Hale Street","Grantsville","UT","84029","40.5899207","-112.4635498"
"Lancer Hospitality/Skyward Café","7278 4th Street Bldg. #230","HAFB","UT","84056","41.11357340000001","-111.9803937"
"Chili’s Harrsville #1164","286 East North Street","Harrisville","UT","84404","41.267226799999996","-111.97263609999999"
"Back 40 Ranch House Grill","1223 N. Highway 40","Heber City","UT","84032","40.4932009","-111.4126445"
"Canton City","281 N. Main Street","Heber City","UT","84032","40.511420699999995","-111.4138041"
"Dairy Keen","199 South Main","Heber City","UT","84032","40.5053973","-111.41308749999999"
"Don Pedro's","1050 South Main Street","Heber City","UT","84032","40.4939763","-111.41428359999999"
"Ichiban Sushi Heber City","750 S. Main Street","Heber City","UT","84032","40.498462499999995","-111.41399930000001"
"Kneaders Bakery & Café","1020 South Main Street","Heber City","UT","84604","40.494425899999996","-111.4142342"
"Lee's Marketplace Heber City","890 S. Main Street","Heber City","UT","84032","40.496143599999996","-111.4149564"
"Little Caeser's Pizza","1100 S, Main Street, Suite 200","Heber City","UT","84058","40.49368","-111.41441400000001"
"Taco Time Heber City","570 North Main Street","Heber City","UT","84032","40.515511599999996","-111.4123893"
"The Junction Heber City","315 N. Main","Heber City","UT","84032","40.5118833","-111.4139242"
"Arctic Circle #120","13162 S. 5600 West","Herriman","UT","84065","40.5131923","-112.02492289999999"
"'Bout Time Pub & Grub Herriman","5502 W. 13400 South","Herriman","UT","84096","40.508387","-112.0220293"
"Gura Spice House","5530 West 13400 South","Herriman","UT","84096","40.509192899999995","-112.0228005"
"Knots on Main","5418 W. Main Street","Herriman","UT","84096","40.51608900000001","-112.01961999999999"
"Pan Asian","5516 West 13400 South # A10","Herriman","UT","84096","40.5091182","-112.0224396"
"Wendy's # 6059","5592 West 13400 South","Herriman","UT","84065","40.50829280000001","-112.02413659999999"
"Alpine Country Club","5000 Alpine Country Club Dr.","Highland","UT","84003","40.424575","-111.778314"
"Arctic Circle #107","10831 N. Alpine Highway","Highland","UT","84003","40.42958","-111.7858337"
"Blue Lemon Highland","11073 Alpine Highway","Highland","UT","84003","40.4333172","-111.7854456"
"China Wok","5435 W. 11100 North, STE 18","Highland","UT","84003","40.4332793","-111.78476959999999"
"Highland Glen","10322 N. 4800 West","Highland","UT","84003","40.4198583","-111.77278059999999"
"Taco Time Highland","5348 West 11000 North","Highland","UT","84003","40.432343499999995","-111.7865777"
"Wendy's # 6060","10989 N. Town Center Blvd.","Highland","UT","84003","40.4315429","-111.78983149999999"
"'Bout Time Pub & Grub Cottonwood","6522 Big Cottonwood Canyon Rd., #400","Holladay","UT","84121","40.632581099999996","-111.8057544"
"Dasks/Jimmy John's","6522 S. Big Cottonwood Cyn Rd. # 200","Holladay","UT","84121","40.632581099999996","-111.8057544"
"Fav Bistro","1984 E. Murray-Holladay Road","Holladay","UT","84117","40.665593","-111.8346208"
"Honey Baked Ham Holladay","1915 E. Murray Hollady Road","Holladay","UT","84117","40.6662332","-111.83694299999999"
"Old Mill Village","6582 S. Big Cottonwood Cyn Rd.","Holladay","UT","84121","40.6328509","-111.80601089999999"
"Pig & A Jelly Jar Holladay","1968 E. Murray-Holladay Road","Holladay","UT","84117","40.665608299999995","-111.8350102"
"Stella Grill","4291 South 900 East","Holladay","UT","84124","40.678204699999995","-111.8650322"
"The Egg and I","1919 E. Murray-Holladay Road","Holladay","UT","84112","40.666303","-111.8365919"
"Wendy's # 6084","6135 S. Highland Drive","Holladay","UT","84121","40.639621999999996","-111.834485"
"Kamas Food Town","145 West 200 South","Kamas","UT","84036","40.6395565","-111.2838065"
"Kamas Food Town (HJ)","145 West 200 South","Kamas","UT","84036","40.6395565","-111.2838065"
"Tower Café @ Talisker Mnt.","4188 SR 248","Kamas","UT","84036","40.637142999999995","-111.362455"
"Victory Ranch Golf Course IS","7474 N. Victory Club Drive","Kamas","UT","84036","40.598529","-111.3056867"
"Victory Ranch Golf Course OS","7474 N. Victory Club Drive","Kamas","UT","84036","40.598529","-111.3056867"
"Arby’s #7688","225 N. 400 West","Kaysville","UT","84037","41.038548899999995","-111.94660169999999"
"Bowman's Market","326 Main Street","Kaysville","UT","84037","41.041511899999996","-111.9406992"
"Dylan’s Drive Inn Kaysville","185 North Main Street","Kaysville","UT","84037","41.0377595","-111.93897369999999"
"Kneaders Bakery & Café","1344 W. 200 North","Kaysville","UT","84037","41.0385766","-111.96330739999999"
"Mandarine Café","242 North 300 West","Kaysville","UT","84037","41.0388458","-111.94381249999999"
"Taco Time Kaysville","170 North Main Street","Kaysville","UT","84037","41.037473999999996","-111.93810669999999"
"Tasty’s #4","612 N. Main","Kaysville","UT","84037","41.0449555","-111.950256"
"Wendy's # 6061","353 West 200 North","Kaysville","UT","84037","41.037723799999995","-111.9450542"
"Winger's Kaysville","260 West 200 North","Kaysville","UT","84037","41.0385038","-111.9431865"
"Arctic Circle #112","6146 S. Cougar Lane","Kearns","UT","84118","40.639550199999995","-112.00585559999999"
"El pollo Eben-Ezer (Closed)","4153 West 5415 South","Kearns","UT","84118","40.6525153","-111.9899602"
"El Rancho Grande","4750 S 4850 West","Kearns","UT","84118","40.6640681","-112.0199616"
"Fiesta Ole","4098 W 5415 South","Kearns","UT","84118","40.653092","-111.9890621"
"Mad Greek #5 (Closed)","3965 West 5400 South","Kearns","UT","84118","40.652764999999995","-111.98568399999999"
"Taco Bell Kearns #33176","5634 West 6200 South","Kearns","UT","84118","40.638569200000006","-112.0252064"
"Taqueria El Rey Da Oros","4153 West 5415 South","Kearns","UT","84118","40.6525153","-111.9899602"
"Wendy's # 6103","3988 West 5400 South","Kearns","UT","84118","40.653445999999995","-111.986208"
"Del Taco Lake Point","1428 E. Arimo Road","Lake Point","UT","84074","40.6838067","-112.27125319999999"
"Denny’s Lake Point","1605 E. Saddleback Blvd.","Lake Point","UT","84074","40.6859579","-112.2669373"
"TA Travel Ctr/Burger King","8836 N. Highway 40","Lake Point","UT","84074","40.591651299999995","-112.3099336"
"TA Travel Ctr/Country Pride Rest.","8836 N. Highway 40","Lake Point","UT","84074","40.591651299999995","-112.3099336"
"Applebee's #1036","1622 N. 1000 West","Layton","UT","84041","41.0841466","-111.9836917"
"Arby’s #6521","987 N. Fairfield","Layton","UT","84041","41.0741891","-111.95058039999999"
"Arctic Circle Layton","1075 N. Fairfield Road","Layton","UT","84041","41.0755432","-111.9506761"
"Asian Bistro","1120 N. Main Street","Layton","UT","84041","41.0764619","-111.9823565"
"Bajio Mexican Grill #32","743 N. King Street, Ste #400","Layton","UT","84041","41.0712046","-111.978659"
"Big Sai's Hawaiian BBQ","2672 N. Hill Field Road","Layton","UT","84041","41.0987558","-111.972921"
"Boston's Gourmet Pizza","694 W. Antelope Drive","Layton","UT","84041","41.0895496","-111.97920769999999"
"'Bout Time Pub & Grub Layton (delete)","641 W. 600 North","Layton","UT","84041","41.067872099999995","-111.9779743"
"Buffalo Wild Wings Acct # 026051-0283","695 W. South Ring Rd.","Layton","UT","84041","41.077807899999996","-111.97843069999999"
"Cantina Southwestern Grill Layton","296 North Main Street","Layton","UT","84041","41.0646231","-111.9698372"
"Chili’s #0917 Layton","1970 North 1000 West","Layton","UT","84041","41.088592","-111.983623"
"China Hill","2704 N. Hillfield Rd #1","Layton","UT","84041","41.099545299999996","-111.9729218"
"Chipotle Mexican Grill Layton","1035 W. Antelope Drive","Layton","UT","84041","41.088749799999995","-111.9848238"
"Chuck E. Cheese","450 North Main Street","Layton","UT","84041","41.067572999999996","-111.9722963"
"Chuck's Burger","354 North Main Street #2","Layton","UT","84041","41.0658822","-111.9708591"
"Corbin's Grill","748 Heritage Park Blvd.","Layton","UT","84041","41.0834494","-111.97886749999999"
"Costa Vida Layton","758 West 1425 North","Layton","UT","84041","41.0815653","-111.97968870000001"
"Cracker Barrel #314","1792 N. Heritage Park Blvd.","Layton","UT","84041","41.0866058","-111.9864563"
"Cracker Barrel SD Layton","1792 N. Heritage Park Blvd.","Layton","UT","84041","41.0866058","-111.9864563"
"Crown Burger Layton","1986 North Main Street","Layton","UT","84041","41.0884912","-111.9999021"
"Dairy Queen Layton Main","816 S. Main Street","Layton","UT","84041","41.0480212","-111.9559716"
"Davis Conference Center","800 W. Heritage Park Blvd.","Layton","UT","84041","41.0834699","-111.98127459999999"
"Del Taco Layton","737 North Main Street","Layton","UT","84041","41.0709145","-111.9774506"
"Dickey*s Barbecue Layton","2056 N. Hill Field Road","Layton","UT","84041","41.0897942","-111.97296419999999"
"Fairfield Village","1205 N. Fairfield Road","Layton","UT","84041","41.0776305","-111.95137509999999"
"Famous Dave's BBQ Layton","1977 North 1200 West","Layton","UT","84041","41.088622699999995","-111.9884168"
"Golden Corral Layton","1624 N. Heritage Park Blvd.","Layton","UT","84041","41.0843083","-111.9853725"
"Half Moon Café now BBQ?","792 West Hillfield Road","Layton","UT","84046","41.0725014","-111.9800578"
"Happy Hashi Japanese Tepanyaki & Sushi Bar","630 West 1425 North","Layton","UT","84401","41.0808841","-111.97767189999999"
"Heritage Elementary","1354 W. Weaver Lane","Layton","UT","84041","41.0450926","-111.9915456"
"Javier's Layton","448 West Antelope Drive","Layton","UT","84041","41.089790099999995","-111.97454689999999"
"JCR Layton Crossing North","936 North Main","Layton","UT","84041","41.073947","-111.9794134"
"Kim Long","1664 Woodland Park Drive","Layton","UT","84041","41.0847973","-111.9838752"
"Kneaders Bakery & Café","480 West Antelope Dr.","Layton","UT","84041","41.0896884","-111.9753267"
"Krispy Kreme Layton","968 North Main","Layton","UT","84041","41.0747849","-111.979508"
"Longhorn Steakhouse Layton","1664 N. Heritage Park Blvd.","Layton","UT","84041","41.0848702","-111.9855208"
"Mejor Que Nada","1938 Woodland Park Drive","Layton","UT","84041","41.08763","-111.98309"
"NYPD Pizza","768 West 1425 North","Layton","UT","84041","41.081726499999995","-111.9798799"
